Date,SITE NAME,STATE,DAILY_AQI_VALUE,SITE_LATITUDE,SITE_LONGITUDE
2/14/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
2/15/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
2/16/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
2/17/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
2/18/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
2/19/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
2/20/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
2/21/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
2/22/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
2/23/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
2/24/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
2/25/2016,Lancaster-Division Street,California,8,34.669739,-118.130511
2/26/2016,Lancaster-Division Street,California,7,34.669739,-118.130511
2/27/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
2/28/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
3/1/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
3/2/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
3/3/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
3/4/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
3/5/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
3/6/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
3/7/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
3/8/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
3/9/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
3/10/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
3/11/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
3/12/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
3/13/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
3/14/2016,Lancaster-Division Street,California,1,34.669739,-118.130511
3/15/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
3/16/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
3/17/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
3/18/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
3/19/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
3/20/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
3/21/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
3/22/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
3/23/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
3/24/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
3/25/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
3/26/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
3/27/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
3/28/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
3/29/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
3/30/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
3/31/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
4/1/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
4/2/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
4/3/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
4/4/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
4/5/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
4/6/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
4/7/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
4/8/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
4/9/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
4/10/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
4/11/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
4/12/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
4/13/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
4/14/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
4/15/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
4/16/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
4/17/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
4/18/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
4/19/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
4/20/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
4/21/2016,Lancaster-Division Street,California,7,34.669739,-118.130511
4/22/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
4/23/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
4/24/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
4/25/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
4/26/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
4/27/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
4/28/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
4/29/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
4/30/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
5/1/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
5/2/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
5/3/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
5/4/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
5/5/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
5/6/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
5/7/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
5/8/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
5/9/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
5/10/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
5/11/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
5/12/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
5/13/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
5/14/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
5/15/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
5/16/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
5/17/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
5/18/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
5/19/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
5/20/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
5/21/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
5/22/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
5/23/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
5/24/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
5/25/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
5/26/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
5/27/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
5/28/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
5/29/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
5/30/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
5/31/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
6/1/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
6/2/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
6/3/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
6/4/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
6/5/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
6/6/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
6/7/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
6/8/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
6/9/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
6/10/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
6/11/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
6/12/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
6/13/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
6/14/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
6/15/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
6/16/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
6/17/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
6/18/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
6/19/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
6/20/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
6/21/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
6/22/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
6/23/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
6/24/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
6/25/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
6/26/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
6/27/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
6/28/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
6/29/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
6/30/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
7/1/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
7/2/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
7/3/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
7/4/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
7/5/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
7/6/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
7/7/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
7/8/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
7/9/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
7/10/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
7/11/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
7/12/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
7/13/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
7/14/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
7/15/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
7/16/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
7/17/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
7/18/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
7/19/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
7/20/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
7/21/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
7/22/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
7/23/2016,Lancaster-Division Street,California,7,34.669739,-118.130511
7/24/2016,Lancaster-Division Street,California,15,34.669739,-118.130511
7/25/2016,Lancaster-Division Street,California,17,34.669739,-118.130511
7/26/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
7/27/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
7/28/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
7/29/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
7/30/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
7/31/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
8/1/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
8/2/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
8/3/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
8/4/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
8/5/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
8/6/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
8/7/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
8/8/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
8/9/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
8/10/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
8/11/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
8/12/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
8/13/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
8/14/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
8/15/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
8/16/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
8/17/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
8/18/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
8/19/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
8/20/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
8/21/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
8/22/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
8/23/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
8/24/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
8/25/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
8/26/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
8/27/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
8/28/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
8/29/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
8/30/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
8/31/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
9/1/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
9/2/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
9/3/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
9/4/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
9/5/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
9/6/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
9/7/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
9/8/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
9/9/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
9/10/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
9/11/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
9/12/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
9/13/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
9/14/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
9/15/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
9/16/2016,Lancaster-Division Street,California,7,34.669739,-118.130511
9/17/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
9/18/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
9/19/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
9/20/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
9/21/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
9/22/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
9/23/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
9/24/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
9/25/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
9/26/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
9/27/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
9/28/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
9/29/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
9/30/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
10/1/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
10/2/2016,Lancaster-Division Street,California,8,34.669739,-118.130511
10/3/2016,Lancaster-Division Street,California,8,34.669739,-118.130511
10/4/2016,Lancaster-Division Street,California,1,34.669739,-118.130511
10/5/2016,Lancaster-Division Street,California,1,34.669739,-118.130511
10/6/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
10/7/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
10/8/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
10/9/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
10/10/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
10/11/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
10/12/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
10/13/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
10/14/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
10/15/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
10/16/2016,Lancaster-Division Street,California,1,34.669739,-118.130511
10/17/2016,Lancaster-Division Street,California,1,34.669739,-118.130511
10/18/2016,Lancaster-Division Street,California,1,34.669739,-118.130511
10/19/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
10/20/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
10/21/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
10/22/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
10/23/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
10/24/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
10/25/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
10/26/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
10/27/2016,Lancaster-Division Street,California,7,34.669739,-118.130511
10/28/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
10/29/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
10/30/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
10/31/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
11/1/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
11/2/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
11/3/2016,Lancaster-Division Street,California,8,34.669739,-118.130511
11/4/2016,Lancaster-Division Street,California,8,34.669739,-118.130511
11/5/2016,Lancaster-Division Street,California,7,34.669739,-118.130511
11/6/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
11/7/2016,Lancaster-Division Street,California,10,34.669739,-118.130511
11/8/2016,Lancaster-Division Street,California,9,34.669739,-118.130511
11/9/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
11/10/2016,Lancaster-Division Street,California,9,34.669739,-118.130511
11/11/2016,Lancaster-Division Street,California,10,34.669739,-118.130511
11/12/2016,Lancaster-Division Street,California,8,34.669739,-118.130511
11/13/2016,Lancaster-Division Street,California,8,34.669739,-118.130511
11/14/2016,Lancaster-Division Street,California,10,34.669739,-118.130511
11/15/2016,Lancaster-Division Street,California,9,34.669739,-118.130511
11/16/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
11/17/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
11/18/2016,Lancaster-Division Street,California,8,34.669739,-118.130511
11/19/2016,Lancaster-Division Street,California,8,34.669739,-118.130511
11/20/2016,Lancaster-Division Street,California,11,34.669739,-118.130511
11/21/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
11/22/2016,Lancaster-Division Street,California,7,34.669739,-118.130511
11/23/2016,Lancaster-Division Street,California,8,34.669739,-118.130511
11/24/2016,Lancaster-Division Street,California,7,34.669739,-118.130511
11/25/2016,Lancaster-Division Street,California,9,34.669739,-118.130511
11/26/2016,Lancaster-Division Street,California,8,34.669739,-118.130511
11/27/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
11/28/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
11/29/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
11/30/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
12/1/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
12/2/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
12/3/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
12/4/2016,Lancaster-Division Street,California,8,34.669739,-118.130511
12/5/2016,Lancaster-Division Street,California,1,34.669739,-118.130511
12/6/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
12/7/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
12/8/2016,Lancaster-Division Street,California,7,34.669739,-118.130511
12/9/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
12/10/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
12/11/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
12/12/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
12/13/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
12/14/2016,Lancaster-Division Street,California,6,34.669739,-118.130511
12/15/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
12/17/2016,Lancaster-Division Street,California,1,34.669739,-118.130511
12/18/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
12/19/2016,Lancaster-Division Street,California,5,34.669739,-118.130511
12/20/2016,Lancaster-Division Street,California,9,34.669739,-118.130511
12/21/2016,Lancaster-Division Street,California,7,34.669739,-118.130511
12/23/2016,Lancaster-Division Street,California,7,34.669739,-118.130511
12/24/2016,Lancaster-Division Street,California,1,34.669739,-118.130511
12/25/2016,Lancaster-Division Street,California,2,34.669739,-118.130511
12/26/2016,Lancaster-Division Street,California,3,34.669739,-118.130511
12/27/2016,Lancaster-Division Street,California,8,34.669739,-118.130511
12/28/2016,Lancaster-Division Street,California,9,34.669739,-118.130511
12/29/2016,Lancaster-Division Street,California,8,34.669739,-118.130511
12/30/2016,Lancaster-Division Street,California,10,34.669739,-118.130511
12/31/2016,Lancaster-Division Street,California,1,34.669739,-118.130511
1/2/2016,Anaheim,California,11,33.83062,-117.93845
1/3/2016,Anaheim,California,13,33.83062,-117.93845
1/4/2016,Anaheim,California,7,33.83062,-117.93845
1/5/2016,Anaheim,California,8,33.83062,-117.93845
1/6/2016,Anaheim,California,11,33.83062,-117.93845
1/7/2016,Anaheim,California,6,33.83062,-117.93845
1/8/2016,Anaheim,California,10,33.83062,-117.93845
1/9/2016,Anaheim,California,10,33.83062,-117.93845
1/10/2016,Anaheim,California,8,33.83062,-117.93845
1/11/2016,Anaheim,California,11,33.83062,-117.93845
1/12/2016,Anaheim,California,11,33.83062,-117.93845
1/13/2016,Anaheim,California,13,33.83062,-117.93845
1/14/2016,Anaheim,California,9,33.83062,-117.93845
1/15/2016,Anaheim,California,10,33.83062,-117.93845
1/16/2016,Anaheim,California,7,33.83062,-117.93845
1/17/2016,Anaheim,California,11,33.83062,-117.93845
1/18/2016,Anaheim,California,9,33.83062,-117.93845
1/19/2016,Anaheim,California,9,33.83062,-117.93845
1/20/2016,Anaheim,California,8,33.83062,-117.93845
1/21/2016,Anaheim,California,11,33.83062,-117.93845
1/22/2016,Anaheim,California,15,33.83062,-117.93845
1/23/2016,Anaheim,California,13,33.83062,-117.93845
1/24/2016,Anaheim,California,8,33.83062,-117.93845
1/25/2016,Anaheim,California,9,33.83062,-117.93845
1/26/2016,Anaheim,California,9,33.83062,-117.93845
1/27/2016,Anaheim,California,16,33.83062,-117.93845
1/28/2016,Anaheim,California,16,33.83062,-117.93845
1/29/2016,Anaheim,California,15,33.83062,-117.93845
1/30/2016,Anaheim,California,8,33.83062,-117.93845
1/31/2016,Anaheim,California,3,33.83062,-117.93845
2/1/2016,Anaheim,California,6,33.83062,-117.93845
2/3/2016,Anaheim,California,8,33.83062,-117.93845
2/4/2016,Anaheim,California,9,33.83062,-117.93845
2/5/2016,Anaheim,California,8,33.83062,-117.93845
2/6/2016,Anaheim,California,7,33.83062,-117.93845
2/7/2016,Anaheim,California,7,33.83062,-117.93845
2/8/2016,Anaheim,California,5,33.83062,-117.93845
2/9/2016,Anaheim,California,11,33.83062,-117.93845
2/10/2016,Anaheim,California,14,33.83062,-117.93845
2/11/2016,Anaheim,California,14,33.83062,-117.93845
2/12/2016,Anaheim,California,14,33.83062,-117.93845
2/13/2016,Anaheim,California,13,33.83062,-117.93845
2/14/2016,Anaheim,California,13,33.83062,-117.93845
2/15/2016,Anaheim,California,14,33.83062,-117.93845
2/16/2016,Anaheim,California,13,33.83062,-117.93845
2/17/2016,Anaheim,California,10,33.83062,-117.93845
2/18/2016,Anaheim,California,5,33.83062,-117.93845
2/19/2016,Anaheim,California,8,33.83062,-117.93845
2/20/2016,Anaheim,California,9,33.83062,-117.93845
2/21/2016,Anaheim,California,10,33.83062,-117.93845
2/22/2016,Anaheim,California,10,33.83062,-117.93845
2/23/2016,Anaheim,California,16,33.83062,-117.93845
2/24/2016,Anaheim,California,10,33.83062,-117.93845
2/25/2016,Anaheim,California,11,33.83062,-117.93845
2/26/2016,Anaheim,California,13,33.83062,-117.93845
2/27/2016,Anaheim,California,8,33.83062,-117.93845
2/28/2016,Anaheim,California,7,33.83062,-117.93845
2/29/2016,Anaheim,California,7,33.83062,-117.93845
3/1/2016,Anaheim,California,7,33.83062,-117.93845
3/2/2016,Anaheim,California,7,33.83062,-117.93845
3/3/2016,Anaheim,California,9,33.83062,-117.93845
3/4/2016,Anaheim,California,6,33.83062,-117.93845
3/5/2016,Anaheim,California,5,33.83062,-117.93845
3/6/2016,Anaheim,California,3,33.83062,-117.93845
3/7/2016,Anaheim,California,5,33.83062,-117.93845
3/8/2016,Anaheim,California,8,33.83062,-117.93845
3/9/2016,Anaheim,California,7,33.83062,-117.93845
3/10/2016,Anaheim,California,10,33.83062,-117.93845
3/11/2016,Anaheim,California,6,33.83062,-117.93845
3/12/2016,Anaheim,California,6,33.83062,-117.93845
3/13/2016,Anaheim,California,6,33.83062,-117.93845
3/14/2016,Anaheim,California,5,33.83062,-117.93845
3/15/2016,Anaheim,California,9,33.83062,-117.93845
3/16/2016,Anaheim,California,14,33.83062,-117.93845
3/17/2016,Anaheim,California,10,33.83062,-117.93845
3/18/2016,Anaheim,California,5,33.83062,-117.93845
3/19/2016,Anaheim,California,6,33.83062,-117.93845
3/20/2016,Anaheim,California,7,33.83062,-117.93845
3/21/2016,Anaheim,California,6,33.83062,-117.93845
3/22/2016,Anaheim,California,8,33.83062,-117.93845
3/23/2016,Anaheim,California,7,33.83062,-117.93845
3/24/2016,Anaheim,California,9,33.83062,-117.93845
3/25/2016,Anaheim,California,9,33.83062,-117.93845
3/26/2016,Anaheim,California,6,33.83062,-117.93845
3/27/2016,Anaheim,California,5,33.83062,-117.93845
3/28/2016,Anaheim,California,5,33.83062,-117.93845
3/29/2016,Anaheim,California,8,33.83062,-117.93845
3/30/2016,Anaheim,California,6,33.83062,-117.93845
3/31/2016,Anaheim,California,7,33.83062,-117.93845
4/1/2016,Anaheim,California,8,33.83062,-117.93845
4/2/2016,Anaheim,California,8,33.83062,-117.93845
4/3/2016,Anaheim,California,7,33.83062,-117.93845
4/4/2016,Anaheim,California,8,33.83062,-117.93845
4/5/2016,Anaheim,California,7,33.83062,-117.93845
4/6/2016,Anaheim,California,8,33.83062,-117.93845
4/7/2016,Anaheim,California,8,33.83062,-117.93845
4/9/2016,Anaheim,California,6,33.83062,-117.93845
4/10/2016,Anaheim,California,6,33.83062,-117.93845
4/11/2016,Anaheim,California,6,33.83062,-117.93845
4/12/2016,Anaheim,California,7,33.83062,-117.93845
4/13/2016,Anaheim,California,6,33.83062,-117.93845
4/14/2016,Anaheim,California,6,33.83062,-117.93845
4/15/2016,Anaheim,California,5,33.83062,-117.93845
4/16/2016,Anaheim,California,6,33.83062,-117.93845
4/17/2016,Anaheim,California,8,33.83062,-117.93845
4/18/2016,Anaheim,California,8,33.83062,-117.93845
4/19/2016,Anaheim,California,9,33.83062,-117.93845
4/20/2016,Anaheim,California,10,33.83062,-117.93845
4/21/2016,Anaheim,California,8,33.83062,-117.93845
4/22/2016,Anaheim,California,6,33.83062,-117.93845
4/23/2016,Anaheim,California,5,33.83062,-117.93845
4/24/2016,Anaheim,California,6,33.83062,-117.93845
4/25/2016,Anaheim,California,5,33.83062,-117.93845
4/26/2016,Anaheim,California,6,33.83062,-117.93845
4/27/2016,Anaheim,California,6,33.83062,-117.93845
4/28/2016,Anaheim,California,5,33.83062,-117.93845
4/29/2016,Anaheim,California,5,33.83062,-117.93845
4/30/2016,Anaheim,California,5,33.83062,-117.93845
5/1/2016,Anaheim,California,5,33.83062,-117.93845
5/3/2016,Anaheim,California,6,33.83062,-117.93845
5/4/2016,Anaheim,California,5,33.83062,-117.93845
5/5/2016,Anaheim,California,5,33.83062,-117.93845
